"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","Orcamento__c","Capital__c","DescontoAgravo__c","GarantiaProduto__c","Garantia__c","LimiteCapital__c","NumeroSerie__c","NumeroSorte__c","Percentual__c","PremioComercialDesconto__c","PremioComercial__c","PremioPuroDesconto__c","PremioPuroInterno__c","PremioPuroResseguro__c","PremioPuro__c","PremioTotal__c","TaxaAnual__c","TaxaComercial__c","TaxaMensal__c","TaxaPura__c","TaxaPuroInterno__c","TaxaPuroResseguro__c","TaxaTotal__c","TipoCapital__c","DescontoAgravoMonetarioComercial__c","DescontoAgravoMonetarioInformado__c","DescontoAgravoMonetarioTecnico__c","DescontoAgravoPercentualComercial__c","DescontoAgravoPercentualInformado__c","DescontoAgravoPercentualTecnico__c","TipoDescontoAgravo__c","TipoCapitalProduto__c","DemonstracaoPremio__c","TipoGarantia__c","MoedaGarantia__c","ValorCotacao__c","FranquiaGarantia__c","Limite_de_Uso__c","Tipo_de_limite_de_utilizacao__c","IOF__c"
"a0h0t000002wJF7AAM","false","01841749","BRL","2020-04-15T18:54:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:54:43.000+0000","","","0060t00000TOmzAAAT","593.37","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","14","","","","2.01","14.03","","0.023684235","","0.0033929","","","0.02365847446285449","","","-0.02","","","-0.10876659999999871","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wIlMAAU","false","01839904","BRL","2020-04-15T18:53:39.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:39.000+0000","005f4000000jPAEAA2","2020-04-15T18:53:39.000+0000","","","0060t00000TOmz9AAD","99.9","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","1.35","","","","0.19","1.36","","0.013533848","","0.0019388","","","0.013533848","","","0","","","0","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBuAAM","false","01845394","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOmy6AAD","119.9","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","2.02","","","","0.29","2.03","","0.01691731","","0.0024235","","","0.01688574784841768","","","0","","","-0.1865671999999985","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2OAAU","false","01844804","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOmxNAAT","79.8","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","0.54","","","","0.08","0.54","","0.006766924","","0.0009694","","","0.006786093755089564","","","0","","","0.2832860999999909","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2YAAU","false","01844814","BRL","2020-04-15T18:56:36.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:36.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:36.000+0000","","","0060t00000TOmw8AAD","509.4","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","8.59","","","","1.23","8.61","","0.01691731","","0.0024235","","","0.01690561061434447","","","-0.01","","","-0.06915629999999506","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001ic6FAAQ","false","00214150","BRL","2019-07-22T22:04:41.000+0000","005f4000000jPAEAA2","2019-07-22T22:04:41.000+0000","005f4000000jPAEAA2","2019-07-22T22:04:41.000+0000","","","0060t00000FjmmXAAR","393.3","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","9.29","","","","1.34","9.3","","0.023698894","","0.003395","","","0.02362692650213997","","","-0.03","","","-0.3036744999999952","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iTbJAAU","false","00184966","BRL","2019-07-22T15:10:31.000+0000","005f4000000jPAEAA2","2019-07-22T15:10:31.000+0000","005f4000000jPAEAA2","2019-07-22T15:10:31.000+0000","","","0060t00000Fjg97AAB","314.91","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","7.43","","","","1.07","7.44","","0.023698894","","0.003395","","","0.023639199045494552","","","-0.02","","","-0.2518891999999995","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iQoZAAU","false","00174271","BRL","2019-07-22T15:00:25.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:25.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:25.000+0000","","","0060t00000FjepOAAR","575.63","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","15.53","","","","2.23","15.55","","0.02708445","","0.00388","","","0.02702102035777155","","","-0.04","","","-0.2341920999999969","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iQmOAAU","false","00174136","BRL","2019-07-22T15:00:24.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:24.000+0000","005f4000000jPAEAA2","2019-07-22T15:00:24.000+0000","","","0060t00000Fjep9AAB","393.3","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","9.29","","","","1.34","9.3","","0.023698894","","0.003395","","","0.02362692650213997","","","-0.03","","","-0.3036744999999952","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iPQ2AAM","false","00169141","BRL","2019-07-22T14:55:41.000+0000","005f4000000jPAEAA2","2019-07-22T14:55:41.000+0000","005f4000000jPAEAA2","2019-07-22T14:55:41.000+0000","","","0060t00000FjeCbAAJ","536.69","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","12.67","","","","1.82","12.69","","0.023698894","","0.003395","","","0.023648470811191962","","","-0.03","","","-0.21276599999999757","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iPSDAA2","false","00169276","BRL","2019-07-22T14:55:45.000+0000","005f4000000jPAEAA2","2019-07-22T14:55:45.000+0000","005f4000000jPAEAA2","2019-07-22T14:55:45.000+0000","","","0060t00000Fje9PAAR","409.07","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","9.66","","","","1.39","9.68","","0.023698894","","0.003395","","","0.023643066207318576","","","-0.02","","","-0.2355713000000037","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iNKTAA2","false","00161431","BRL","2019-07-22T14:47:57.000+0000","005f4000000jPAEAA2","2019-07-22T14:47:57.000+0000","005f4000000jPAEAA2","2019-07-22T14:47:57.000+0000","","","0060t00000FjdCSAAZ","99.7","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","0.67","","","","0.1","0.68","","0.006771112","","0.00097","","","0.006823331370975185","","","0.01","","","0.7712082000000064","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iMLQAA2","false","00157681","BRL","2019-07-22T14:44:14.000+0000","005f4000000jPAEAA2","2019-07-22T14:44:14.000+0000","005f4000000jPAEAA2","2019-07-22T14:44:14.000+0000","","","0060t00000FjcfAAAR","262.65","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","6.2","","","","0.89","6.2","","0.023698894","","0.003395","","","0.02362109704819385","","","-0.02","","","-0.3282725000000042","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iMF8AAM","false","00157291","BRL","2019-07-22T14:44:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:44:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:44:00.000+0000","","","0060t00000Fjcf9AAB","262.65","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","6.2","","","","0.89","6.2","","0.023698894","","0.003395","","","0.02362109704819385","","","-0.02","","","-0.3282725000000042","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001iKQYAA2","false","00150321","BRL","2019-07-22T14:37:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:37:00.000+0000","005f4000000jPAEAA2","2019-07-22T14:37:00.000+0000","","","0060t00000FjbRsAAJ","217.59","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","5.14","","","","0.74","5.14","","0.023698894","","0.003395","","","0.02361042401429201","","","-0.02","","","-0.3733085000000025","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hltjAAA","false","00141909","BRL","2019-07-19T21:12:32.000+0000","005f4000000jPAEAA2","2019-07-19T21:12:32.000+0000","005f4000000jPAEAA2","2019-07-19T21:12:32.000+0000","","","0060t00000FjSCYAA3","582.14","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","15.71","","","","2.26","15.73","","0.02708445","","0.00388","","","0.02701116389306535","","","-0.04","","","-0.2705837000000044","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hhlqAAA","false","00126044","BRL","2019-07-19T20:33:45.000+0000","005f4000000jPAEAA2","2019-07-19T20:33:45.000+0000","005f4000000jPAEAA2","2019-07-19T20:33:45.000+0000","","","0060t00000FjPGYAA3","397.37","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","9.38","","","","1.35","9.4","","0.023698894","","0.003395","","","0.02364177101536369","","","-0.02","","","-0.24103650000000254","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hhR2AAI","false","00124754","BRL","2019-07-19T20:30:31.000+0000","005f4000000jPAEAA2","2019-07-19T20:30:31.000+0000","005f4000000jPAEAA2","2019-07-19T20:30:31.000+0000","","","0060t00000FjP1YAAV","132.93","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","1.35","","","","0.19","1.35","","0.010156669","","0.001455","","","0.010097099090178092","","","-0.01","","","-0.5865102999999983","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hfzbAAA","false","00119209","BRL","2019-07-19T20:16:33.000+0000","005f4000000jPAEAA2","2019-07-19T20:16:33.000+0000","005f4000000jPAEAA2","2019-07-19T20:16:33.000+0000","","","0060t00000FjNqqAAF","93.7","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","0.63","","","","0.09","0.61","","0.006771112","","0.00097","","","0.006556156061772416","","","-0.02","","","-3.1746032000000035","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hfeiAAA","false","00117914","BRL","2019-07-19T20:13:26.000+0000","005f4000000jPAEAA2","2019-07-19T20:13:26.000+0000","005f4000000jPAEAA2","2019-07-19T20:13:26.000+0000","","","0060t00000FjNbuAAF","485.01","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","1.64","","","","0.24","1.64","","0.003385556","","0.000485","","","0.00337339960256526","","","-0.01","","","-0.35906650000000484","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hea1AAA","false","00113779","BRL","2019-07-19T20:03:22.000+0000","005f4000000jPAEAA2","2019-07-19T20:03:22.000+0000","005f4000000jPAEAA2","2019-07-19T20:03:22.000+0000","","","0060t00000FjMZoAAN","275.38","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","6.5","","","","0.93","6.5","","0.023698894","","0.003395","","","0.023633063733622468","","","-0.02","","","-0.27777780000000085","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001he4KAAQ","false","00111814","BRL","2019-07-19T19:58:15.000+0000","005f4000000jPAEAA2","2019-07-19T19:58:15.000+0000","005f4000000jPAEAA2","2019-07-19T19:58:15.000+0000","","","0060t00000FjMMZAA3","222.85","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","5.26","","","","0.76","5.26","","0.023698894","","0.003395","","","0.02362269174677111","","","-0.02","","","-0.32154349999999887","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hcEAAAY","false","00105284","BRL","2019-07-19T19:41:53.000+0000","005f4000000jPAEAA2","2019-07-19T19:41:53.000+0000","005f4000000jPAEAA2","2019-07-19T19:41:53.000+0000","","","0060t00000FjL2CAAV","222.85","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","5.26","","","","0.76","5.26","","0.023698894","","0.003395","","","0.02362269174677111","","","-0.02","","","-0.32154349999999887","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hb5CAAQ","false","00100929","BRL","2019-07-19T19:30:51.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:51.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:51.000+0000","","","0060t00000FjKBCAA3","302.04","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","7.13","","","","1.03","7.14","","0.023698894","","0.003395","","","0.023628570849900162","","","-0.02","","","-0.29673599999999745","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hb2DAAQ","false","00100744","BRL","2019-07-19T19:30:30.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:30.000+0000","005f4000000jPAEAA2","2019-07-19T19:30:30.000+0000","","","0060t00000FjK5FAAV","845.6","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","22.82","","","","3.28","22.86","","0.02708445","","0.00388","","","0.027027573792546902","","","-0.05","","","-0.20999579999999574","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hZk3AAE","false","00095774","BRL","2019-07-19T19:18:08.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:08.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:08.000+0000","","","0060t00000FjJBeAAN","420.23","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","9.92","","","","1.43","9.93","","0.023698894","","0.003395","","","0.02362374615796296","","","-0.03","","","-0.31709429999999816","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hZjFAAU","false","00095724","BRL","2019-07-19T19:18:00.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:00.000+0000","005f4000000jPAEAA2","2019-07-19T19:18:00.000+0000","","","0060t00000FjJB0AAN","453.72","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","10.71","","","","1.54","10.72","","0.023698894","","0.003395","","","0.023621761707374976","","","-0.03","","","-0.32546789999999826","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hZH1AAM","false","00093974","BRL","2019-07-19T19:13:35.000+0000","005f4000000jPAEAA2","2019-07-19T19:13:35.000+0000","005f4000000jPAEAA2","2019-07-19T19:13:35.000+0000","","","0060t00000FjIpKAAV","257.37","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","6.94","","","","1","6.95","","0.02708445","","0.00388","","","0.026995648511713953","","","-0.02","","","-0.3278688999999946","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001hXBxAAM","false","00087440","BRL","2019-07-19T14:50:52.000+0000","005f4000000jPAEAA2","2019-07-19T14:50:52.000+0000","005f4000000jPAEAA2","2019-07-19T14:50:52.000+0000","","","0060t00000FjGV6AAN","1088.4","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","25.7","","","","3.7","25.77","","0.023698894","","0.003395","","","0.023674714539827467","","","-0.03","","","-0.10202780000000411","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001Y89cAAC","false","00053363","BRL","2019-07-04T14:42:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:42:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:42:13.000+0000","","","0060t00000FhPieAAF","696.14","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","16.44","","","","2.36","16.45","","0.023698894","","0.003395","","","0.02362250393303616","","","-0.05","","","-0.32233600000000084","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001Y8GxAAK","false","00053723","BRL","2019-07-04T14:43:23.000+0000","005f4000000jPAEAA2","2019-07-04T14:43:23.000+0000","005f4000000jPAEAA2","2019-07-04T14:43:23.000+0000","","","0060t00000FhPdbAAF","314.91","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","7.43","","","","1.07","7.44","","0.023698894","","0.003395","","","0.023639199045494552","","","-0.02","","","-0.2518891999999995","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001Y6dAAAS","false","00047718","BRL","2019-07-04T14:23:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:23:13.000+0000","005f4000000jPAEAA2","2019-07-04T14:23:13.000+0000","","","0060t00000FhOfZAAV","288.51","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","6.81","","","","0.98","6.81","","0.023698894","","0.003395","","","0.02360798914252466","","","-0.03","","","-0.38358269999999584","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000001Y5XBAA0","false","00043563","BRL","2019-07-04T14:10:55.000+0000","005f4000000jPAEAA2","2019-07-04T14:10:55.000+0000","005f4000000jPAEAA2","2019-07-04T14:10:55.000+0000","","","0060t00000FhNv2AAF","677.32","","a0jf4000005iM03AAE","a0nf400000BpSsWAAV","","","","","","18.28","","","","2.63","18.31","","0.02708445","","0.00388","","","0.0270246202874433","","","-0.04","","","-0.22090059999999578","","","Livre escolha de capital","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKLbAAM","false","01845995","BRL","2020-04-15T19:00:14.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:14.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:14.000+0000","","","0060t00000TOndkAAD","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","0.76","","","","0.11","0.76","","0.000254091","","0.0000364","","","0.00025463743209686696","","","0","","","0.2150536999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKGqAAM","false","01845700","BRL","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","005f4000000jPAEAA2","2020-04-15T19:00:04.000+0000","","","0060t00000TOnc8AAD","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","0.76","","","","0.11","0.76","","0.000254091","","0.0000364","","","0.000254810804484351","","","0","","","0.2832860999999909","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKCjAAM","false","01845445","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnaMAAT","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","0.76","","","","0.11","0.76","","0.000254091","","0.0000364","","","0.000254504156031456","","","0","","","0.1626015999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBMAA2","false","01845360","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnZsAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","2.66","","","","0.38","2.67","","0.000889319","","0.0001274","","","0.000888589451604945","","","0","","","-0.08203449999999446","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBRAA2","false","01845365","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnZdAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","2.66","","","","0.38","2.67","","0.000889319","","0.0001274","","","0.000889319","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKEQAA2","false","01845550","BRL","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:04.000+0000","","","0060t00000TOnZPAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","0.76","","","","0.11","0.76","","0.000254091","","0.0000364","","","0.000254091","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKEfAAM","false","01845565","BRL","2020-04-15T18:57:05.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:05.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:05.000+0000","","","0060t00000TOnYqAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","0.76","","","","0.11","0.76","","0.000254091","","0.0000364","","","0.000254504156031456","","","0","","","0.1626015999999897","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7ZAAU","false","01845125","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYpAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.9","","","","0.27","1.91","","0.000635228","","0.000091","","","0.0006342883135718799","","","0","","","-0.1479290000000022","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK70AAE","false","01845090","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYfAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","2.66","","","","0.38","2.67","","0.000889319","","0.0001274","","","0.0008908461643770511","","","0","","","0.17172290000000423","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7AAAU","false","01845100","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYaAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.14","","","","0.16","1.14","","0.000381136","","0.0000546","","","0.00038054325348144","","","0","","","-0.1555210000000029","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6vAAE","false","01845085","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnYVAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.14","","","","0.16","1.14","","0.000381136","","0.0000546","","","0.000380454182379376","","","0","","","-0.17889089999999497","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK6CAAU","false","01845040","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnYQAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","2.66","","","","0.38","2.67","","0.000889319","","0.0001274","","","0.000890584934035353","","","0","","","0.14234870000000566","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK3XAAU","false","01844875","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnXwAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.52","","","","0.22","1.53","","0.000508182","","0.0000728","","","0.000508773597026208","","","0","","","0.11641440000000891","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2jAAE","false","01844825","BRL","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:43.000+0000","","","0060t00000TOnXcAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.14","","","","0.16","1.14","","0.000381136","","0.0000546","","","0.000380649856839504","","","0","","","-0.1275511000000007","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wKBqAAM","false","01845390","BRL","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","005f4000000jPAEAA2","2020-04-15T18:57:03.000+0000","","","0060t00000TOnXZAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.52","","","","0.22","1.53","","0.000508182","","0.0000728","","","0.0005095444181556299","","","0","","","0.2680964999999924","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK1WAAU","false","01844750","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOnXSAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","0.76","","","","0.11","0.76","","0.000254091","","0.0000364","","","0.000254091","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK2FAAU","false","01844795","BRL","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:35.000+0000","","","0060t00000TOnXNAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.14","","","","0.16","1.14","","0.000381136","","0.0000546","","","0.00038095839672217603","","","0","","","-0.046598399999997486","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK7yAAE","false","01845150","BRL","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:53.000+0000","","","0060t00000TOnWbAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.14","","","","0.16","1.14","","0.000381136","","0.0000546","","","0.000380450503273568","","","0","","","-0.1798561999999948","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK46AAE","false","01844910","BRL","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:44.000+0000","","","0060t00000TOnWaAAL","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.52","","","","0.22","1.53","","0.000508182","","0.0000728","","","0.0005089602263575261","","","0","","","0.15313930000000475","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
"a0h0t000002wK5JAAU","false","01844985","BRL","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","005f4000000jPAEAA2","2020-04-15T18:56:45.000+0000","","","0060t00000TOnWLAA1","3000","","a0jf4000005iM04AAE","a0nf400000BpSuLAAV","","","","","","1.14","","","","0.16","1.14","","0.000381136","","0.0000546","","","0.000381136","","","0","","","0","","","Capital uniforme","Na própria garantia","Cobertura","BRL","","","","",""
